n,variance,init
325,6.60826929543088e-05,Eig|a_-0.2|v_0.1|stdev_0.1
326,6.591235045849938e-05,Eig|a_-0.2|v_0.1|stdev_0.1
327,6.566998760697695e-05,Eig|a_-0.2|v_0.1|stdev_0.1
328,6.559705043674711e-05,Eig|a_-0.2|v_0.1|stdev_0.1
329,6.536697404865752e-05,Eig|a_-0.2|v_0.1|stdev_0.1
330,6.519455141364467e-05,Eig|a_-0.2|v_0.1|stdev_0.1
331,6.507387177509252e-05,Eig|a_-0.2|v_0.1|stdev_0.1
332,6.486233775019668e-05,Eig|a_-0.2|v_0.1|stdev_0.1
333,6.472152797608771e-05,Eig|a_-0.2|v_0.1|stdev_0.1
334,6.456835287967867e-05,Eig|a_-0.2|v_0.1|stdev_0.1
335,6.44226826458024e-05,Eig|a_-0.2|v_0.1|stdev_0.1
336,6.428355027929165e-05,Eig|a_-0.2|v_0.1|stdev_0.1
337,6.403453689793403e-05,Eig|a_-0.2|v_0.1|stdev_0.1
338,6.391986414362638e-05,Eig|a_-0.2|v_0.1|stdev_0.1
339,6.375528035569263e-05,Eig|a_-0.2|v_0.1|stdev_0.1
340,6.358221556590537e-05,Eig|a_-0.2|v_0.1|stdev_0.1
341,6.338020221535712e-05,Eig|a_-0.2|v_0.1|stdev_0.1
342,6.327838310725066e-05,Eig|a_-0.2|v_0.1|stdev_0.1
343,6.296082161620937e-05,Eig|a_-0.2|v_0.1|stdev_0.1
344,6.295422515112555e-05,Eig|a_-0.2|v_0.1|stdev_0.1
345,6.287808448469972e-05,Eig|a_-0.2|v_0.1|stdev_0.1
346,6.2758911713919e-05,Eig|a_-0.2|v_0.1|stdev_0.1
347,6.25621199773942e-05,Eig|a_-0.2|v_0.1|stdev_0.1
348,6.237311863241964e-05,Eig|a_-0.2|v_0.1|stdev_0.1
349,6.231774350056716e-05,Eig|a_-0.2|v_0.1|stdev_0.1
350,6.209026813940202e-05,Eig|a_-0.2|v_0.1|stdev_0.1
351,6.183160930172442e-05,Eig|a_-0.2|v_0.1|stdev_0.1
352,6.171905209537185e-05,Eig|a_-0.2|v_0.1|stdev_0.1
353,6.165522794212567e-05,Eig|a_-0.2|v_0.1|stdev_0.1
354,6.13985033350122e-05,Eig|a_-0.2|v_0.1|stdev_0.1
355,6.132506040727035e-05,Eig|a_-0.2|v_0.1|stdev_0.1
356,6.10035779812441e-05,Eig|a_-0.2|v_0.1|stdev_0.1
357,6.095434251695579e-05,Eig|a_-0.2|v_0.1|stdev_0.1
358,6.076285914251158e-05,Eig|a_-0.2|v_0.1|stdev_0.1
359,6.064097412080536e-05,Eig|a_-0.2|v_0.1|stdev_0.1
360,6.052642032059421e-05,Eig|a_-0.2|v_0.1|stdev_0.1
361,6.039169159244477e-05,Eig|a_-0.2|v_0.1|stdev_0.1
362,6.006962680579071e-05,Eig|a_-0.2|v_0.1|stdev_0.1
363,5.99715320360719e-05,Eig|a_-0.2|v_0.1|stdev_0.1
364,5.9780237256230396e-05,Eig|a_-0.2|v_0.1|stdev_0.1
365,5.9730494402269e-05,Eig|a_-0.2|v_0.1|stdev_0.1
366,5.943887554396544e-05,Eig|a_-0.2|v_0.1|stdev_0.1
367,5.9320962210870796e-05,Eig|a_-0.2|v_0.1|stdev_0.1
368,5.919912967123028e-05,Eig|a_-0.2|v_0.1|stdev_0.1
369,5.9038419030473954e-05,Eig|a_-0.2|v_0.1|stdev_0.1
370,5.8977789923117844e-05,Eig|a_-0.2|v_0.1|stdev_0.1
371,5.896075209784476e-05,Eig|a_-0.2|v_0.1|stdev_0.1
